,Agents,Iterations,Noise size,Items per agent,NecPR exists,NDDPR exists,NDDPR fair,PDDPR exists,PDDPR fair,PosPR exists,PosPR fair,ABCCBA fair
0,3.0,200.0,250.0,2.0,0.14,0.29,0.205,0.885,0.545,1.0,0.585,0.585
1,3.0,200.0,250.0,3.0,0.125,0.32,0.285,1.0,0.795,1.0,0.795,0.795
2,3.0,200.0,250.0,4.0,0.23,0.425,0.415,1.0,0.98,1.0,0.98,0.98
3,3.0,200.0,250.0,5.0,0.325,0.465,0.465,1.0,0.995,1.0,0.995,0.995
